=== KEYSTROKE LOG ===
index,key,type,elapsed_ms,flight_time_ms,word_index,input_snapshot
34,23,24,97,2
35,23,24,97,2
36,23,24,97,2
37,23,24,97,2
38,24,24,97,2
39,24,24,97,2
40,23,24,98,2
41,24,24,98,2
42,23,24,98,2
43,24,24,98,2
44,24,24,98,2
45,24,24,98,2
46,23,24,98,2
47,24,24,98,2
48,23,24,98,2
49,23,24,97,3
50,23,24,97,3
51,23,24,97,3
52,23,24,97,3
53,23,24,97,3
54,24,24,97,3
55,23,24,97,3
56,24,24,97,3
57,23,24,97,3
58,23,24,97,3
59,23,24,97,3
